"last_name, first_name","player_id","year","player_age","ab","pa","hit","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","r_total_caught_stealing","r_total_stolen_base","b_game","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","popups_percent","sprint_speed"
"Smith, Pavin","656976","2024","28","137","158","37","31","18",19.6,11.4,".270",".547",".348","0.895","0","1","60","90.2","13.1",34.9,14.7,2.8,44,"101.669639091","95.421898349",21.5,38.4,41.3,41.3,17.4,5.5,"26.4"
"Thomas, Lane","657041","2024","28","472","528","112","137","44",25.9,8.3,".237",".400",".309","0.709","14","32","130","88.8","17",31.5,7.4,7.1,40.6,"100.376555353","94.3557595",23.3,43.8,40,37.1,22.9,10.9,"29.3"
"Tucker, Cole","657061","2024","27","50","57","9","17","6",29.8,10.5,".180",".300",".263","0.563","1","3","24","90.2","7.7",35.3,0,11.8,44.1,"98.345892941","93.605586176",27.2,43.5,41.2,41.2,17.6,0,"28.0"
"Verdugo, Alex","657077","2024","28","559","621","130","93","49",15,7.9,".233",".356",".291","0.647","1","2","149","88.3","9.9",31.6,5.6,6.1,34.9,"98.009613263","93.0881338",15.5,44.7,34.9,35.6,29.5,5,"26.7"
"Wall, Forrest","657088","2024","28","32","35","8","8","3",22.9,8.6,".250",".250",".314","0.564","3","4","16","89.2","14.2",16.7,0,4.2,33.3,"96.524065","92.592124",36.4,51.2,45.8,33.3,20.8,0,"28.8"
"Wong, Connor","657136","2024","28","447","487","125","114","28",23.4,5.7,".280",".425",".333","0.758","7","8","126","86.5","12.9",30.7,6.3,5.4,34.5,"98.745018171","93.452738532",28.8,51.6,40.2,33.6,26.2,8.9,"28.4"
"Alvarez, Eddy","657193","2024","34","9","11","0","2","1",18.2,9.1,".000",".000",".182","0.182","0","0","12","89.1","3.4",14.3,0,0,28.6,"95.575815","92.329037143",33.3,38.9,42.9,42.9,14.3,0,"28.5"
"DeJong, Paul","657557","2024","30","445","482","101","156","23",32.4,4.8,".227",".427",".276","0.703","2","2","139","87.8","20",36.4,10.2,8.5,41.5,"99.999893878","94.174456531",34.9,58,42.9,34.4,22.8,10.2,"26.8"
"Laureano, Ramón","657656","2024","29","286","309","74","96","15",31.1,4.9,".259",".437",".311","0.748","3","8","98","89.2","13.3",38.7,12.6,6.8,40.8,"100.254641146","94.492561099",31.8,52.3,43.5,31.4,25.1,3.1,"27.8"
"Sheets, Gavin","657757","2024","28","451","501","105","106","43",21.2,8.6,".233",".357",".303","0.660","2","2","139","87.8","13.5",41.1,5.7,6.3,35.3,"98.863415862","93.510571585",23,46.2,39.1,34.2,26.7,8.3,"26.7"
"Olivares, Edward","658668","2024","28","174","196","39","37","16",18.9,8.2,".224",".333",".291","0.624","0","1","55","86.8","9.2",35.5,6.4,2.8,35.5,"98.508436056","93.311684681",24.2,51,45.4,33.3,21.3,9.2,"27.8"
"Moncada, Yoán","660162","2024","29","40","45","11","11","5",24.4,11.1,".275",".400",".356","0.756","0","1","12","90.2","6.1",37.9,0,10.3,34.5,"98.109468667","93.507849655",23.9,45.8,37.9,31,31,3.4,"26.8"
"Ohtani, Shohei","660271","2024","29","636","731","197","162","81",22.2,11.1,".310",".646",".390","1.036","4","59","159","95.8","16.2",37.8,21.5,9,60.1,"106.727792385","98.772122364",29.8,47.3,43.6,32.6,23.8,5.4,"28.1"
"Bruján, Vidal","660644","2024","26","248","278","55","54","25",19.4,9,".222",".319",".303","0.622","6","5","102","85.1","8",29.7,1.5,4.1,22.6,"95.193229158","91.616436508",24.4,52,38.5,35.9,25.6,6.7,"27.5"
"Acuña Jr., Ronald","660670","2024","26","192","222","48","53","27",23.9,12.2,".250",".365",".351","0.716","3","16","49","92.2","8.5",31.7,9.4,6.5,48.2,"103.064738696","96.113602174",27.5,47,41.7,36,22.3,3.6,"27.7"
"Ruiz, Keibert","660688","2024","25","459","485","105","54","16",11.1,3.3,".229",".359",".260","0.619","1","3","127","85.4","19.8",32.2,3.2,4.1,25.6,"95.477673333","91.740685858",12.1,52.3,48.5,37.3,14.1,11.5,"25.0"
"Montero, Elehuris","660707","2024","25","224","247","46","56","20",22.7,8.1,".205",".304",".267","0.571","0","0","67","89.5","17",27.5,7.6,6.4,41.5,"100.877618721","94.67846193",30.3,54.1,39.2,35.1,25.7,10.5,"26.2"
"Yepez, Juan","660766","2024","26","226","249","64","42","18",16.9,7.2,".283",".429",".335","0.764","1","2","62","86.6","8.5",30.3,5.9,5.3,35.6,"98.208738602","93.111621613",22.1,50.1,43.1,28.2,28.7,5.9,"26.7"
"Sánchez, Jesús","660821","2024","26","489","537","123","140","41",26.1,7.6,".252",".417",".313","0.730","2","16","149","92.5","7.7",31.8,12.2,7.1,51.3,"104.556000571","96.923820315",31.2,53.2,31.8,39.2,28.7,3.4,"27.2"
"Rivas, Leo","660844","2024","26","73","86","17","24","10",27.9,11.6,".233",".274",".333","0.607","0","3","43","87.2","12.6",45.1,2,2,27.5,"95.719631739","91.85981587",25.5,36.9,45.1,41.2,13.7,5.9,"28.3"
"Contreras, William","661388","2024","26","595","679","167","139","78",20.5,11.5,".281",".466",".365","0.831","2","9","155","92.8","6.1",29,10,7.8,49.5,"103.875480043","96.642602527",27.8,47.4,36.6,39.2,24.2,5.2,"26.4"
"Serven, Brian","661531","2024","29","63","71","10","22","5",31,7,".159",".222",".243","0.465","0","0","28","84.7","20.6",35.7,2.4,9.5,16.7,"94.9411335","91.5968815",23.6,47.7,38.1,35.7,26.2,19,"26.1"
"Varsho, Daulton","662139","2024","27","459","513","98","137","48",26.7,9.4,".214",".407",".293","0.700","2","10","136","86.1","24.4",30.2,6.2,9,34,"98.537583503","93.276618121",27,47.6,47.5,29,23.5,18.2,"28.5"
"Jones, Jahmai","663330","2024","26","42","47","10","16","2",34,4.3,".238",".381",".304","0.685","1","1","33","85.2","15.8",29.6,7.4,7.4,40.7,"100.023084615","94.240694615",30.9,44.7,37,40.7,22.2,7.4,"27.6"
"Perkins, Blake","663368","2024","27","383","434","92","108","42",24.9,9.7,".240",".332",".316","0.648","5","23","121","88.8","12",32,3.9,6,37.7,"97.789208222","93.114376074",27.1,42.4,32.4,40.9,26.7,5.7,"29.6"
"Nootbaar, Lars","663457","2024","26","348","405","85","79","52",19.5,12.8,".244",".417",".342","0.759","3","7","109","91.8","6",32.2,9.9,8.1,49.5,"102.282162353","95.717855683",19,37.2,34.8,42.1,23.1,5.1,"27.0"
"Nevin, Tyler","663527","2024","27","245","278","50","64","25",23,9,".204",".331",".288","0.619","0","1","87","89.8","10.7",37,8.7,7.1,40.8,"99.059252088","93.891727514",25.6,47.3,28.3,38,33.7,3.8,"26.4"
"Hoerner, Nico","663538","2024","27","582","641","159","66","44",10.3,6.9,".273",".373",".335","0.708","6","31","151","85.7","10.4",36,1.2,2.1,27.6,"95.980926525","91.993965849",11.9,48.4,33.3,37.4,29.3,6.7,"28.4"
"Cabbage, Trey","663550","2024","27","86","91","18","34","4",37.4,4.4,".209",".337",".253","0.590","1","1","45","92.8","7.7",32.7,15.4,5.8,53.8,"103.273487308","96.42701451",40.7,52.7,36.5,44.2,19.2,3.8,"27.9"
"Riley, Austin","663586","2024","27","425","469","109","118","37",25.2,7.9,".256",".461",".322","0.783","0","0","110","93.3","15.9",37.2,14.9,8.4,53.4,"103.77151961","96.882758664",27.5,50.1,35.9,37.5,26.5,5.8,"27.9"
"Lockridge, Brandon","663604","2024","27","12","12","2","4","0",33.3,0,".167",".417",".167","0.584","0","2","12","90.9","18",12.5,12.5,0,50,"101.4549","95.711045714",25,52.2,50,50,0,12.5,
"Baker, Luken","663609","2024","27","40","49","7","11","7",22.4,14.3,".175",".400",".286","0.686","0","1","21","91","16.2",32.3,6.5,9.7,58.1,"100.841165","95.228791935",33,45.3,38.7,29,32.3,12.9,"24.9"
"Madrigal, Nick","663611","2024","27","86","94","19","10","4",10.6,4.3,".221",".256",".280","0.536","0","1","51","85.1","3.4",27.3,0,0,18.2,"94.487136053","91.287135867",11.2,50,24.7,35.1,40.3,5.2,"27.5"
"Larnach, Trevor","663616","2024","27","355","400","92","89","40",22.3,10,".259",".434",".338","0.772","1","4","112","92","12.4",36.2,10.1,8.6,45.1,"102.375195821","95.54188573",27.9,44.1,42.5,33.6,23.9,3.7,"26.3"
"Mountcastle, Ryan","663624","2024","27","473","507","128","114","27",22.5,5.3,".271",".425",".308","0.733","0","3","124","90.8","10.4",36.2,8.8,7.9,45.2,"102.105716923","95.370233104",25.1,56.1,27.4,39.2,33.4,4.7,"27.6"
"McKenna, Ryan","663630","2024","27","14","15","3","5","1",33.3,6.7,".214",".643",".267","0.910","1","1","13","84.5","27.4",22.2,22.2,0,44.4,"99.698548","94.606176667",18.5,51.9,44.4,33.3,22.2,22.2,"28.1"
"Hayes, Ke'Bryan","663647","2024","27","365","396","85","75","23",18.9,5.8,".233",".290",".283","0.573","2","11","96","88.9","4.8",29.9,2.4,6.5,42.9,"99.837230137","94.135653938",18.1,44.8,23.1,44.9,32,5.8,"26.4"
"Tucker, Kyle","663656","2024","27","277","339","80","54","56",15.9,16.5,".289",".585",".408","0.993","0","11","78","91.1","21.2",40,12.9,7.6,44.9,"100.157901947","94.740150044",19,41.8,41.8,25.8,32.4,7.1,"26.0"
"Cameron, Daz","663662","2024","27","170","186","34","51","13",27.4,7,".200",".329",".258","0.587","0","5","66","91.6","8.6",36.4,8.3,6.6,48.8,"101.2654245","95.191277667",28.3,49,40.5,38.8,20.7,2.5,"28.4"
"India, Jonathan","663697","2024","27","533","637","132","125","80",19.6,12.6,".248",".392",".357","0.749","2","13","151","87.2","13.5",39.3,7.7,5.8,36.5,"98.90319256","93.547150797",19.2,38.3,41.2,39.3,19.4,7.4,"28.0"
"Bart, Joey","663698","2024","27","253","282","67","73","22",25.9,7.8,".265",".462",".337","0.799","0","0","80","88.1","10.5",32.6,9.4,3.3,38.7,"100.959040333","94.605861732",26.2,43.7,45.3,36.5,18.2,4.4,"27.0"
"Raleigh, Cal","663728","2024","27","546","628","120","176","70",28,11.1,".220",".436",".312","0.748","1","6","153","91","21.2",35.6,15.4,6.9,48.1,"102.032071755","95.508789467",31,52.3,45.5,33.5,21,10.9,"26.6"
"Fortes, Nick","663743","2024","27","308","335","70","41","11",12.2,3.3,".227",".318",".259","0.577","1","0","110","84.3","15.4",29,1.4,2.9,22.6,"95.578582782","91.819744812",13.2,49.3,41.2,34.4,24.4,14.3,"26.7"
"Grisham, Trent","663757","2024","27","179","209","34","57","22",27.3,10.5,".190",".385",".290","0.675","1","1","76","90.6","20",25.6,12,7.2,46.4,"100.360050339","94.648811864",23.3,37.2,45.6,34.4,20,8.8,"26.9"
"Vierling, Matt","663837","2024","27","518","567","133","121","41",21.3,7.2,".257",".423",".312","0.735","1","6","144","89.8","11.7",34.1,7.5,5.5,40.9,"100.235830606","94.344722247",19.5,42.8,36.8,37.6,25.6,8,"28.8"
"Gonzalez, Romy","663853","2024","27","199","216","53","58","12",26.9,5.6,".266",".417",".306","0.723","3","11","89","92.3","3.7",29.7,8.3,9,51,"104.214637183","96.826247676",29.2,55.2,26.9,46.9,26.2,3.4,"28.9"
"Stephenson, Tyler","663886","2024","27","457","515","118","117","48",22.7,9.3,".258",".444",".338","0.782","0","1","138","90.2","10.9",33,9.1,6.1,43.9,"100.320154503","94.587176774",22.7,43.2,39.2,36.5,24.3,3.8,"26.5"
"Williams, Luke","663897","2024","27","46","52","9","13","4",25,7.7,".196",".261",".275","0.536","0","3","34","89.6","18.6",23.5,2.9,5.9,29.4,"96.818129412","92.789461515",25.6,52.3,41.2,32.4,26.5,5.9,"28.6"
"Rodgers, Brendan","663898","2024","27","501","539","134","132","31",24.5,5.8,".267",".407",".314","0.721","0","1","135","89.3","4.9",33.1,5.6,7,44.1,"101.153269243","94.773964417",25.9,49.3,33.3,44.4,22.3,3,"26.0"
"Blankenhorn, Travis","663905","2024","27","31","32","4","9","1",28.1,3.1,".129",".161",".156","0.317","0","0","13","86.7","4.8",18.2,0,9.1,36.4,"97.55324","92.862443182",25,52.5,50,31.8,18.2,13.6,"26.3"
"Salazar, César","663967","2024","28","25","32","8","6","2",18.8,6.3,".320",".400",".387","0.787","0","0","12","85.6","17.7",45.5,0,0,13.6,"92.759423636","90.493031429",22.8,51.4,50,22.7,27.3,4.5,"25.5"
"Lowe, Nathaniel","663993","2024","28","486","565","129","125","71",22.1,12.6,".265",".401",".361","0.762","0","2","140","88.9","7.7",32.6,5.8,6.8,40,"100.432822253","94.330442369",20.6,42.7,27.9,40.8,31.2,3.6,"26.4"
"Happ, Ian","664023","2024","29","569","657","138","168","80",25.6,12.2,".243",".441",".341","0.782","2","13","153","90.8","15.1",37,11.7,7.7,45.2,"101.590666318","95.287992294",27.9,45.9,38.7,34,27.3,7.7,"27.9"
"France, Ty","664034","2024","29","479","535","112","114","38",21.3,7.1,".234",".365",".305","0.670","1","1","140","88.7","12.9",30.5,7.3,6.2,40,"99.663679892","94.004650595",24.2,51.2,33.2,36.8,30,6.5,"25.1"
"Lowe, Brandon","664040","2024","29","385","425","94","112","33",26.4,7.8,".244",".473",".311","0.784","1","5","107","89.8","14.5",39.6,12.4,6.9,44.7,"101.345776014","94.9549512",32.7,55.3,44,38.2,17.8,5.8,"27.2"
"Bader, Harrison","664056","2024","30","402","437","95","95","21",21.7,4.8,".236",".373",".284","0.657","8","17","143","87.2","11.9",33.9,6.4,4.5,35.5,"98.685690255","93.420801022",24.5,46.6,45.4,36.7,17.9,8.6,"28.2"
"Haggerty, Sam","664059","2024","30","15","16","1","4","1",25,6.3,".067",".067",".125","0.192","0","1","8","84.3","5.7",27.3,0,0,18.2,"95.088311667","92.426815455",28.6,47.5,45.5,27.3,27.3,18.2,"27.8"
"Moore, Dylan","664238","2024","31","368","441","74","123","53",27.9,12,".201",".367",".320","0.687","6","32","135","88.4","22.6",38.2,8.8,6,36.3,"98.78016696","93.44884728",24.8,42.4,49.8,31.1,19.1,11.2,"28.0"
"Florial, Estevan","664314","2024","26","98","111","17","41","11",36.9,9.9,".173",".367",".264","0.631","1","2","36","88.7","12.8",36.2,10.3,6.9,41.4,"99.259345517","93.884180351",42.2,51.1,51.7,29.3,19,6.9,"28.7"
"Isbel, Kyle","664728","2024","27","384","426","88","88","27",20.7,6.3,".229",".367",".287","0.654","2","11","136","88.1","9",24.8,3.9,3.6,36.3,"99.427451293","93.787078878",19.3,46.1,40.5,33.3,26.1,7.5,"27.9"
"Bohm, Alec","664761","2024","27","554","606","155","86","40",14.2,6.6,".280",".448",".332","0.780","2","5","143","90.4","10.1",35.2,6.8,9.1,45.6,"100.768220847","94.781662669",17.6,49.7,34.2,37.6,28.3,4.4,"26.3"
"Lukes, Nathan","664770","2024","29","76","91","23","9","10",9.9,11,".303",".447",".371","0.818","0","1","22","88.9","13.6",36.1,4.2,4.2,27.8,"96.486691176","92.382525",14.8,51.4,29.2,26.4,44.4,6.9,"27.0"
"Wade Jr., LaMonte","664774","2024","30","331","401","86","90","62",22.4,15.5,".260",".381",".380","0.761","1","2","117","90.6","12.9",39.6,9.4,9,44.1,"101.164898115","95.074393169",24.2,40.9,39.6,38,22.4,3.3,"25.2"
"Zavala, Seby","664874","2024","30","39","43","6","16","3",37.2,7,".154",".282",".214","0.496","0","0","18","90.5","19.9",41.7,4.2,25,41.7,"99.439761667","94.559434783",36.9,49.1,70.8,20.8,8.3,8.3,"26.0"
"Mendick, Danny","664901","2024","30","132","141","26","35","6",24.8,4.3,".197",".318",".243","0.561","0","6","47","83.8","13.9",31.6,6.1,5.1,22.4,"94.586655625","91.425542526",28.7,47.8,39.8,37.8,22.4,10.2,"26.5"
"Brown, Seth","664913","2024","31","372","400","86","112","25",28,6.3,".231",".379",".282","0.661","2","4","124","90","14.6",35.2,8.4,6.9,40.6,"100.936577054","94.815981008",29.1,52,37.9,37.2,24.9,8,"27.4"
"Sullivan, Brett","664954","2024","30","16","17","3","4","1",23.5,5.9,".188",".375",".235","0.610","0","0","7","81.8","37.7",16.7,8.3,0,25,"92.840015","90.866886364",18.8,65.3,25,8.3,66.7,41.7,
"McCarthy, Jake","664983","2024","26","442","495","126","78","31",15.8,6.3,".285",".400",".349","0.749","6","25","142","84.5","9.1",30.4,2.7,4.3,24.5,"95.637290857","91.834529486",17.6,49.3,35.5,40.1,24.5,5.1,"29.8"
"Clemens, Kody","665019","2024","28","114","120","25","29","5",24.2,4.2,".219",".447",".258","0.705","0","0","43","89.4","19.2",30.6,7.1,8.2,42.4,"99.387885814","93.94476",25.7,49.1,42.4,37.6,20,9.4,"27.7"
"Conine, Griffin","665052","2024","26","82","89","22","28","6",31.5,6.7,".268",".451",".326","0.777","0","0","30","89.1","7",29.6,7.4,9.3,40.7,"100.963877308","94.724784038",28.4,52.7,46.3,37,16.7,7.4,"27.5"
"Walsh, Jared","665120","2024","30","53","60","12","21","7",35,11.7,".226",".321",".317","0.638","0","0","17","84.2","21.5",40.6,9.4,3.1,31.3,"99.623474375","93.811737188",41.3,41.6,28.1,43.8,28.1,6.3,"26.7"
"Peña, Jeremy","665161","2024","26","602","650","160","111","25",17.1,3.8,".266",".394",".308","0.702","6","20","157","88.2","7.5",29.2,5.4,5.4,38.8,"99.323506707","93.74168435",24.9,54.2,40.2,37.2,22.6,4.8,"29.8"
"Tatis Jr., Fernando","665487","2024","25","398","438","110","96","32",21.9,7.3,".276",".492",".340","0.832","3","11","102","93.5","10",33.7,14.5,6.9,55.8,"104.418991126","97.109953874",28.1,51.3,38.9,35.6,25.4,3.6,"28.4"
"Guerrero Jr., Vladimir","665489","2024","25","616","697","199","96","72",13.8,10.3,".323",".544",".396","0.940","2","2","159","93.8","7.4",35.1,13.7,6.3,54.9,"105.663720766","97.649346073",21.5,48,33.6,41.8,24.6,4.2,"27.2"
"Pache, Cristian","665506","2024","25","165","183","33","64","17",35,9.3,".200",".279",".273","0.552","0","1","88","89.9","9.8",26.5,4.9,6.9,38.2,"99.682097","94.253817172",33.2,48.7,38.2,35.3,26.5,4.9,"28.5"
"Marchán, Rafael","665561","2024","25","51","56","15","8","3",14.3,5.4,".294",".549",".345","0.894","0","0","17","86.2","16.7",47.7,9.1,0,31.8,"95.687208182","92.004376744",15.6,46.2,36.4,31.8,31.8,4.5,"26.1"
"Soto, Juan","665742","2024","25","576","713","166","119","129",16.7,18.1,".288",".569",".419","0.988","4","7","157","94.2","10.7",35.4,19.7,6.3,57,"105.650123728","97.994705143",21.5,37.2,42.3,35.8,21.9,4.8,"26.8"
"Taveras, Leody","665750","2024","25","480","529","110","112","42",21.2,7.9,".229",".352",".289","0.641","6","23","151","89","14.7",31.5,5.9,5.3,35.5,"99.173170874","93.650113205",26.2,48.8,29.9,37.3,32.8,8.5,"28.5"
"De Los Santos, Luis","665782","2024","26","29","31","5","10","2",32.3,6.5,".172",".241",".226","0.467","0","0","13","84.9","-5.7",26.3,0,5.3,42.1,"98.886846","93.729918947",26.4,43.8,21.1,31.6,47.4,0,"27.1"
"Amaya, Miguel","665804","2024","25","328","363","76","62","23",17.1,6.3,".232",".357",".288","0.645","0","0","117","88.4","11.1",33.9,4.7,6.9,33.9,"99.101174286","93.708861353",22.5,54,34.3,33.9,31.8,6.6,"25.5"
"Cabrera, Oswaldo","665828","2024","25","299","326","74","63","21",19.3,6.4,".247",".365",".296","0.661","2","4","108","88.2","12.5",34,3.7,5.8,34.9,"97.641570336","92.88412097",18.8,47.8,36.5,40.7,22.8,7.5,"27.4"
"Cruz, Oneil","665833","2024","25","541","599","140","181","51",30.2,8.5,".259",".449",".324","0.773","1","22","146","95.5","9.8",32.1,15.7,4.7,54.9,"107.199352928","98.547881492",34.1,46.3,39.3,36,24.7,6,"28.8"
"Valdez, Enmanuel","665839","2024","25","201","223","43","53","17",23.8,7.6,".214",".363",".270","0.633","1","1","76","89.4","19.3",32,9.2,5.9,41.8,"99.9120656","94.1331724",22.1,43.9,46.4,28.8,24.8,11.8,"26.2"
"Chisholm Jr., Jazz","665862","2024","26","562","621","144","152","53",24.5,8.5,".256",".436",".324","0.760","10","40","147","89.7","11.4",29.6,9.7,5.8,41.1,"100.122466782","94.459141861",29.3,47.5,41.3,41.3,17.5,6.3,"28.6"
"Fermín, José","665877","2024","25","71","79","11","11","7",13.9,8.9,".155",".197",".241","0.438","1","2","45","85.4","8.3",15,0,5,25,"95.313344","91.718649492",10.7,40.4,46.7,36.7,16.7,10,"28.9"
"Ruiz, Esteury","665923","2024","25","55","65","11","20","4",30.8,6.2,".200",".382",".270","0.652","4","5","29","87.7","17.1",28.2,10.3,10.3,35.9,"98.156481053","93.251287027",30.1,50,30.8,48.7,20.5,12.8,"29.4"
"Giménez, Andrés","665926","2024","25","583","633","147","97","26",15.3,4.1,".252",".340",".298","0.638","5","30","152","86.3","8.7",32.7,2.8,4.4,28.5,"96.492499139","92.262342361",22.8,56.4,37.6,37.8,24.6,6.5,"28.9"
"Chaparro, Andrés","665953","2024","25","121","132","26","24","7",18.2,5.3,".215",".413",".280","0.693","1","1","33","87.8","16.6",27.8,6.2,8.2,33,"98.318885102","93.216540722",24.8,53.7,39.2,39.2,21.6,10.3,"25.8"
"Narvaez, Carlos","665966","2024","25","13","15","3","6","2",40,13.3,".231",".231",".333","0.564","0","0","6","99.7","8.7",28.6,0,0,85.7,"105.5312375","100.930614286",37.5,47.1,42.9,28.6,28.6,0,
"Aranda, Jonathan","666018","2024","26","128","143","30","32","12",22.4,8.4,".234",".430",".308","0.738","0","0","44","91.9","11",34,16.5,8.2,48.5,"101.531383265","95.365481959",21.9,45.4,48.5,32,19.6,4.1,"25.8"
"Fermin, Freddy","666023","2024","29","339","368","92","66","23",17.9,6.3,".271",".366",".319","0.685","0","2","111","88.2","11.1",29.2,3.2,4,33.9,"97.931397537","93.085600262",23,51,45.5,35.7,18.8,7.2,"26.6"
"Jones, Nolan","666134","2024","26","256","297","58","91","36",30.6,12.1,".227",".320",".321","0.641","4","5","79","88.2","7.8",34.3,5.9,6.5,44.4,"100.556302024","94.528500893",25.6,40,26.6,46.2,27.2,4.7,"28.1"
"Kirilloff, Alex","666135","2024","26","159","178","32","47","15",26.4,8.4,".201",".384",".270","0.654","0","0","57","91.3","13.2",27,11.3,9.6,40.9,"100.310300172","94.70393913",30.9,49.2,38.3,37.4,24.3,5.2,"26.8"
"Lowe, Josh","666139","2024","26","353","387","85","123","32",31.8,8.3,".241",".391",".302","0.693","1","25","106","90.8","16.9",37.9,10.3,6.5,46.1,"100.893361034","94.928910905",31.9,51.6,34.1,32.8,33.2,7.3,"28.4"
"Fitzgerald, Tyler","666149","2024","26","314","341","88","108","22",31.7,6.5,".280",".497",".334","0.831","4","17","96","87.7","20.2",39.1,8.2,4.8,31.9,"97.5779034","92.79850055",31.2,47.7,49.8,26.1,24.2,6.8,"30.0"
"Fletcher, Dominic","666150","2024","26","223","241","46","58","11",24.1,4.6,".206",".256",".252","0.508","0","0","72","84.4","12.1",38.7,1.8,3,26.8,"95.808053494","91.934485697",21.2,47.2,28.6,41.1,30.4,9.5,"26.4"
"Hamilton, David","666152","2024","26","294","317","73","80","22",25.2,6.9,".248",".395",".303","0.698","4","33","98","87","15.8",38.3,5.6,7.5,32.2,"97.714382095","92.969829904",25.6,45.9,41.1,31.3,27.6,5.1,"29.4"
"Lux, Gavin","666158","2024","26","439","487","110","110","44",22.6,9,".251",".383",".320","0.703","2","5","139","88.3","9.1",35,6,7.3,41.1,"98.995997212","93.691033374",23.3,45.1,35,42.6,22.4,5.4,"27.7"
"Moniak, Mickey","666160","2024","26","392","418","86","114","21",27.3,5,".219",".380",".266","0.646","4","8","124","88.1","19.8",31.9,9.3,5,34.4,"99.494460797","93.816907681",30.6,56.7,46.6,33,20.4,13.6,"28.6"
"Rortvedt, Ben","666163","2024","26","290","328","66","88","34",26.8,10.4,".228",".303",".317","0.620","0","1","112","86.2","11.9",30.2,3.5,3,30.7,"96.9585767","92.49508965",26.7,43,31.7,39.6,28.7,7.4,"25.6"
"Sabol, Blake","666165","2024","26","32","38","10","9","5",23.7,13.2,".313",".375",".421","0.796","0","0","11","90.3","12.7",30.4,8.7,4.3,43.5,"100.935788333","95.14385",33.8,52.4,43.5,21.7,34.8,8.7,"26.6"
"Adell, Jo","666176","2024","25","405","451","84","126","35",27.9,7.8,".207",".402",".280","0.682","10","15","130","89.8","15.9",30.5,11.7,7.4,44.7,"102.6788005","95.748719749",29.8,49.7,41.1,34,24.8,9.2,"28.8"
"Benson, Will","666181","2024","26","343","388","64","154","40",39.7,10.3,".187",".376",".274","0.650","7","16","128","89.4","18.2",36.5,11.5,4.7,40.1,"99.756805263","94.123444",39,47.6,49.5,31.3,19.3,5.7,"28.8"
"Bichette, Bo","666182","2024","26","311","336","70","64","20",19,6,".225",".322",".277","0.599","1","5","81","89.2","7.2",31.3,4.4,7.2,43.5,"100.896776504","94.778862816",22,56.4,26.9,36.5,36.5,4.4,"27.3"
"Carlson, Dylan","666185","2024","25","235","265","49","75","22",28.3,8.3,".209",".277",".287","0.564","1","2","96","86.8","15.8",30.1,2.5,8,25.8,"96.530139877","92.297463602",31,48.2,41.7,30.7,27.6,4.9,"27.3"
"Kessinger, Grae","666197","2024","26","21","25","0","7","3",28,12,".000",".000",".160","0.160","0","0","22","85.1","11",21.4,0,14.3,21.4,"94.793235714","91.832112143",36.5,45.2,21.4,64.3,14.3,7.1,"26.3"
"Naylor, Bo","666310","2024","24","354","389","71","122","29",31.4,7.5,".201",".350",".264","0.614","3","6","123","88.8","19.9",32.6,8.1,6.8,37.7,"98.72815","93.535266567",28.3,46.9,43.2,36.4,20.3,11.9,"26.6"
"Julien, Edouard","666397","2024","25","266","301","53","102","33",33.9,11,".199",".323",".292","0.615","0","6","94","87.8","11.9",38.4,9.8,7.9,37.8,"98.889968415","93.491651402",30.9,40.6,36,32.9,31.1,0,"26.7"
"Encarnacion, Jerar","666464","2024","26","113","119","28","34","5",28.6,4.2,".248",".425",".277","0.702","0","1","35","95","6.7",37.5,15,11.3,58.8,"105.57868275","97.868597468",28.7,48.4,28.7,45,26.3,1.3,"26.9"
"Morel, Christopher","666624","2024","25","535","611","105","159","61",26,10,".196",".346",".288","0.634","7","8","152","89.2","14.2",27.6,10.2,4.5,40.4,"101.221222105","94.784090605",34.1,47,45.7,37.5,16.8,12.1,"27.3"
"Rosario, Eguy","666703","2024","24","53","57","13","20","2",35.1,3.5,".245",".528",".286","0.814","0","0","30","89.2","12.9",41.2,14.7,5.9,47.1,"100.516977059","94.79073697",41.9,46.5,38.2,41.2,20.6,8.8,"27.6"
"Dalbec, Bobby","666915","2024","29","83","93","11","43","8",46.2,8.6,".133",".193",".217","0.410","0","3","37","86","10",19.5,2.4,9.8,39,"98.6997445","93.55091125",41.8,47,26.8,39,34.1,2.4,"28.6"
"García, Adolis","666969","2024","31","580","637","130","177","45",27.8,7.1,".224",".400",".284","0.684","5","11","154","91","15",33.7,12.5,6.6,48.2,"101.827676765","95.435631691",34.3,52.1,34.7,35.5,29.8,7.8,"26.8"
"Gurriel Jr., Lourdes","666971","2024","30","513","553","143","101","29",18.3,5.2,".279",".435",".322","0.757","1","7","133","88.4","15.7",33.8,6.7,7.2,40,"99.549348469","93.921850288",20.2,51.1,40.5,31.9,27.6,8.6,"26.6"
"Julks, Corey","667452","2024","28","173","189","37","50","15",26.5,7.9,".214",".306",".275","0.581","2","5","66","84.9","15",33.9,3.2,4.8,29,"96.954618226","92.479937742",25.9,45.8,34.7,36.3,29,7.3,"28.5"
